"Timestamp","Type","Value"
"2023-02-02 05:38:00","Sleep Hours","8.21"
"2023-02-02 05:38:00","Time In Light Sleep","3.3126452"
"2023-02-02 05:38:00","Pulse","57"
"2023-02-02 05:38:00","Number Times Woken","11"
"2023-02-02 05:38:00","Time In Deep Sleep","1.9893789"
"2023-02-02 05:38:00","HRV","47.299004"
"2023-02-03 05:56:00","Time In Deep Sleep","1.5160964"
"2023-02-03 05:56:00","HRV","61.39954"
"2023-02-03 05:56:00","Time In REM Sleep","1.3080661"
"2023-02-03 05:56:00","Notes","WHOOP Recovery Score: 70"
"2023-02-03 05:56:00","Time Awake","1.4278688"
"2023-02-03 05:56:00","Pulse","50"
"2023-02-03 05:56:00","Time In Light Sleep","3.7458355"
"2023-02-03 05:56:00","Number Times Woken","29"
"2023-02-03 05:56:00","Sleep Hours","6.57"
"2023-02-04 07:07:00","Sleep Hours","6.85"
"2023-02-04 07:07:00","Number Times Woken","20"
"2023-02-04 07:07:00","Time In Light Sleep","3.6977074"
"2023-02-04 07:07:00","Pulse","55"
"2023-02-04 07:07:00","Time In Deep Sleep","1.86103"
"2023-02-04 07:07:00","HRV","49.23294"
"2023-02-04 07:07:00","Notes","WHOOP Recovery Score: 47"
"2023-02-04 07:07:00","Time In REM Sleep","1.291483"
"2023-02-04 07:07:00","Time Awake","1.38773"
"2023-02-05 05:29:00","Time In REM Sleep","2.6709483"
"2023-02-05 05:29:00","Time Awake","1.1551244"
"2023-02-05 05:29:00","Notes","WHOOP Recovery Score: 68"
"2023-02-05 05:29:00","Number Times Woken","16"
"2023-02-05 05:29:00","Sleep Hours","7.84"
"2023-02-05 05:29:00","Time In Light Sleep","2.839678"
"2023-02-05 05:29:00","Pulse","52"
"2023-02-05 05:29:00","Time In Deep Sleep","2.326299"
"2023-02-05 05:29:00","HRV","59.127777"
"2023-02-06 04:15:00","HRV","37.751682"
"2023-02-06 04:15:00","Time In Deep Sleep","1.2834705"
"2023-02-06 04:15:00","Time In REM Sleep","1.3152831"
"2023-02-06 04:15:00","Notes","WHOOP Recovery Score: 29"
"2023-02-06 04:15:00","Time Awake","0.65777445"
"2023-02-06 04:15:00","Pulse","57"
"2023-02-06 04:15:00","Time In Light Sleep","3.0001082"
"2023-02-06 04:15:00","Sleep Hours","5.60"
"2023-02-06 04:15:00","Number Times Woken","5"
"2023-02-07 06:24:00","Pulse","53"
"2023-02-07 06:24:00","Sleep Hours","7.95"
"2023-02-07 06:24:00","Time In Light Sleep","3.890511"
"2023-02-07 06:24:00","Number Times Woken","16"
"2023-02-07 06:24:00","Time In Deep Sleep","2.1177216"
"2023-02-07 06:24:00","HRV","52.355423"
"2023-02-07 06:24:00","Time In REM Sleep","1.9409697"
"2023-02-07 06:24:00","Notes","WHOOP Recovery Score: 57"
"2023-02-07 06:24:00","Time Awake","1.6123452"
"2023-02-08 04:33:00","Notes","WHOOP Recovery Score: 61"
"2023-02-08 04:33:00","Time Awake","0.9064386"
"2023-02-08 04:33:00","Time In REM Sleep","2.4543698"
"2023-02-08 04:33:00","Sleep Hours","6.26"
"2023-02-08 04:33:00","Number Times Woken","15"
"2023-02-08 04:33:00","Time In Light Sleep","2.3583589"
"2023-02-08 04:33:00","Pulse","53"
"2023-02-08 04:33:00","HRV","52.08725"
"2023-02-08 04:33:00","Time In Deep Sleep","1.4438958"
"2023-02-09 04:15:00","HRV","33.833496"
"2023-02-09 04:15:00","Time In Deep Sleep","1.8369708"
"2023-02-09 04:15:00","Time In REM Sleep","1.5161097"
"2023-02-09 04:15:00","Notes","WHOOP Recovery Score: 26"
"2023-02-09 04:15:00","Time Awake","0.66579056"
"2023-02-09 04:15:00","Sleep Hours","6.21"
"2023-02-09 04:15:00","Pulse","59"
"2023-02-09 04:15:00","Time In Light Sleep","2.8554542"
"2023-02-09 04:15:00","Number Times Woken","12"
"2023-02-10 05:52:00","Time In Light Sleep","3.5934393"
"2023-02-10 05:52:00","Sleep Hours","8.33"
"2023-02-10 05:52:00","Number Times Woken","18"
"2023-02-10 05:52:00","Pulse","54"
