"Timestamp","Type","Value"
"2017-01-08 15:31:00","Sleep Hours","6.40"
"2017-01-08 15:31:00","Time In Light Sleep","5.86666666666667"
"2017-01-08 15:31:00","Number Times Woken","0"
"2017-01-08 15:31:00","Time In Deep Sleep","0.533333333333333"
"2017-01-09 07:40:00","Pulse","51"
"2017-01-09 07:40:00","HRV","10.6"
"2017-01-10 07:50:00","Pulse","45"
"2017-01-10 07:50:00","HRV","9.6"
"2017-01-10 14:49:00","Time In Light Sleep","6"
"2017-01-10 14:49:00","Sleep Hours","8.10"
"2017-01-10 14:49:00","Time In Deep Sleep","2.1"
"2017-01-10 14:49:00","Number Times Woken","0"
"2017-01-11 07:41:00","Pulse","50"
"2017-01-11 07:41:00","HRV","9.3"
"2017-01-11 14:50:00","Time Awake","0.233333333333333"
"2017-01-11 14:50:00","Time In Light Sleep","5.48333333333333"
"2017-01-11 14:50:00","Sleep Hours","7.68"
"2017-01-11 14:50:00","Time In Deep Sleep","2.2"
"2017-01-11 14:50:00","Number Times Woken","0"
"2017-01-12 14:12:00","Time In Deep Sleep","1.51666666666667"
"2017-01-12 14:12:00","Number Times Woken","0"
"2017-01-12 14:12:00","Sleep Hours","8.12"
"2017-01-12 14:12:00","Time Awake","0.166666666666667"
"2017-01-12 14:12:00","Time In Light Sleep","6.6"
"2017-01-13 07:17:00","HRV","9.9"
"2017-01-13 07:17:00","Pulse","47"
"2017-01-13 14:13:00","Time In Light Sleep","6.11666666666667"
"2017-01-13 14:13:00","Sleep Hours","7.88"
"2017-01-13 14:13:00","Number Times Woken","0"
"2017-01-13 14:13:00","Time In Deep Sleep","1.76666666666667"
"2017-01-14 07:57:00","HRV","9.7"
"2017-01-14 07:57:00","Pulse","51"
"2017-01-14 14:50:00","Time Awake","0.216666666666667"
"2017-01-14 14:50:00","Time In Light Sleep","6.93333333333333"
"2017-01-14 14:50:00","Sleep Hours","8.57"
"2017-01-14 14:50:00","Time In Deep Sleep","1.63333333333333"
"2017-01-14 14:50:00","Number Times Woken","0"
"2017-01-14 22:23:00","HRV","9"
"2017-01-14 22:23:00","Pulse","69"
"2017-01-15 08:55:00","Pulse","56"
"2017-01-15 08:55:00","HRV","8.9"
"2017-01-15 15:39:00","Time In Light Sleep","5.2"
"2017-01-15 15:39:00","Sleep Hours","8.37"
"2017-01-15 15:39:00","Time In Deep Sleep","3.16666666666667"
"2017-01-15 15:39:00","Number Times Woken","0"
"2017-01-16 07:46:00","HRV","8.5"
"2017-01-16 07:46:00","Pulse","54"
"2017-01-16 15:05:00","Sleep Hours","7.37"
"2017-01-16 15:05:00","Time In Light Sleep","6.1"
"2017-01-16 15:05:00","Time Awake","0.0833333333333333"
"2017-01-16 15:05:00","Time In Deep Sleep","1.26666666666667"
"2017-01-16 15:05:00","Number Times Woken","0"
"2017-01-17 07:52:00","Pulse","50"
"2017-01-17 07:52:00","HRV","10"
"2017-01-17 15:02:00","Time Awake","0.0833333333333333"
"2017-01-17 15:02:00","Sleep Hours","7.55"
"2017-01-17 15:02:00","Time In Light Sleep","6.41666666666667"
"2017-01-17 15:02:00","Time In Deep Sleep","1.13333333333333"
"2017-01-17 15:02:00","Number Times Woken","0"
"2017-01-18 07:36:00","HRV","9.2"
"2017-01-18 07:36:00","Pulse","51"
"2017-01-18 14:46:00","Sleep Hours","7.48"
"2017-01-18 14:46:00","Time In Light Sleep","6.06666666666667"
"2017-01-18 14:46:00","Time Awake","0.1"
"2017-01-18 14:46:00","Number Times Woken","0"
"2017-01-18 14:46:00","Time In Deep Sleep","1.41666666666667"
"2017-01-19 10:03:00","Pulse","48"
"2017-01-19 10:03:00","HRV","9.6"
"2017-01-19 18:00:00","Time Awake","0.0833333333333333"
