"Timestamp","Type","Value"
"2020-01-08 13:16:34","Weight Pounds","172.90"
"2020-01-09 02:18:00","Sleep Hours","2.91"
"2020-01-09 02:18:00","Pulse","60"
"2020-01-09 02:18:00","Time In REM Sleep","0.216306666666667"
"2020-01-09 02:18:00","HRV","33.699"
"2020-01-09 02:18:00","Time Awake","0.128613055555556"
"2020-01-09 02:18:00","Time In Light Sleep","2.24311138888889"
"2020-01-09 02:18:00","Notes","WHOOP Recovery Score: 20%"
"2020-01-09 02:18:00","Weight Pounds","172.70"
"2020-01-09 02:18:00","Number Times Woken","3"
"2020-01-09 02:18:00","Time In Deep Sleep","0.450012222222222"
"2020-01-10 06:18:00","Number Times Woken","6"
"2020-01-10 06:18:00","Weight Pounds","173.50"
"2020-01-10 06:18:00","Time In Deep Sleep","2.10594194444444"
"2020-01-10 06:18:00","Pulse","55"
"2020-01-10 06:18:00","Sleep Hours","7.98"
"2020-01-10 06:18:00","HRV","56.3951"
"2020-01-10 06:18:00","Time Awake","0.868471666666667"
"2020-01-10 06:18:00","Notes","WHOOP Recovery Score: 67%"
"2020-01-10 06:18:00","Time In Light Sleep","3.56987805555556"
"2020-01-10 06:18:00","Time In REM Sleep","2.30700277777778"
"2020-01-11 09:36:00","HRV","73.5914"
"2020-01-11 09:36:00","Time Awake","1.05270055555556"
"2020-01-11 09:36:00","Time In Light Sleep","5.06831027777778"
"2020-01-11 09:36:00","Time In REM Sleep","1.50297166666667"
"2020-01-11 09:36:00","Notes","WHOOP Recovery Score: 92%"
"2020-01-11 09:36:00","Time In Deep Sleep","1.95272972222222"
"2020-01-11 09:36:00","Weight Pounds","173.60"
"2020-01-11 09:36:00","Number Times Woken","11"
"2020-01-11 09:36:00","Pulse","52"
"2020-01-11 09:36:00","Sleep Hours","8.52"
"2020-01-12 06:30:00","Sleep Hours","5.98"
"2020-01-12 06:30:00","Pulse","66"
"2020-01-12 06:30:00","Time In REM Sleep","1.16634027777778"
"2020-01-12 06:30:00","HRV","31.0059"
"2020-01-12 06:30:00","Notes","WHOOP Recovery Score: 26%"
"2020-01-12 06:30:00","Time Awake","0.683173055555555"
"2020-01-12 06:30:00","Time In Light Sleep","3.71560194444444"
"2020-01-12 06:30:00","Number Times Woken","11"
"2020-01-12 06:30:00","Time In Deep Sleep","1.10056638888889"
"2020-01-13 05:09:00","Number Times Woken","7"
"2020-01-13 05:09:00","Time In Deep Sleep","1.41554361111111"
