"Timestamp","Type","Value"
"2021-02-14 08:00:08","Weight Pounds","169.00"
"2021-04-09 05:14:00","Notes","WHOOP Recovery Score: 59%"
"2021-04-09 05:14:00","Pulse","52"
"2021-04-09 05:14:00","HRV","60.4135"
"2021-04-09 05:14:00","Time In REM Sleep","2.0681225"
"2021-04-09 05:14:00","Sleep Hours","6.74"
"2021-04-09 05:14:00","Time In Light Sleep","3.20444861111111"
"2021-04-09 05:14:00","Number Times Woken","14"
"2021-04-09 05:14:00","Time Awake","1.18900527777778"
"2021-04-09 05:14:00","Time In Deep Sleep","1.46894833333333"
"2021-04-10 05:53:00","Time In Deep Sleep","1.71841138888889"
"2021-04-10 05:53:00","Time Awake","1.26680805555556"
"2021-04-10 05:53:00","Notes","WHOOP Recovery Score: 40%"
"2021-04-10 05:53:00","Pulse","54"
"2021-04-10 05:53:00","Time In Light Sleep","2.99538388888889"
"2021-04-10 05:53:00","Time In REM Sleep","1.64326777777778"
"2021-04-10 05:53:00","Sleep Hours","6.36"
"2021-04-10 05:53:00","Number Times Woken","9"
"2021-04-10 05:53:00","HRV","40.943"
"2021-04-11 06:57:00","HRV","59.5952"
"2021-04-11 06:57:00","Time In REM Sleep","2.18871638888889"
"2021-04-11 06:57:00","Sleep Hours","6.84"
"2021-04-11 06:57:00","Time In Light Sleep","2.98763388888889"
"2021-04-11 06:57:00","Pulse","52"
"2021-04-11 06:57:00","Number Times Woken","13"
"2021-04-11 06:57:00","Time Awake","1.18606638888889"
"2021-04-11 06:57:00","Time In Deep Sleep","1.66038888888889"
"2021-04-11 06:57:00","Notes","WHOOP Recovery Score: 56%"
"2021-04-12 06:42:00","Notes","WHOOP Recovery Score: 50%"
"2021-04-12 06:42:00","Sleep Hours","7.64"
"2021-04-12 06:42:00","Time In REM Sleep","2.98094611111111"
"2021-04-12 06:42:00","Number Times Woken","15"
"2021-04-12 06:42:00","HRV","51.4283"
"2021-04-12 06:42:00","Pulse","54"
"2021-04-12 06:42:00","Time In Light Sleep","2.72826666666667"
"2021-04-12 06:42:00","Time Awake","1.48499805555556"
"2021-04-12 06:42:00","Time In Deep Sleep","1.92696333333333"
"2021-04-13 05:39:00","Time Awake","0.951037222222222"
"2021-04-13 05:39:00","Time In Deep Sleep","1.82668722222222"
"2021-04-13 05:39:00","Notes","WHOOP Recovery Score: 76%"
"2021-04-13 05:39:00","HRV","81.3235"
"2021-04-13 05:39:00","Time In Light Sleep","2.32882277777778"
"2021-04-13 05:39:00","Sleep Hours","6.30"
"2021-04-13 05:39:00","Number Times Woken","11"
"2021-04-13 05:39:00","Time In REM Sleep","2.14433666666667"
"2021-04-13 05:39:00","Pulse","49"
"2021-04-14 05:22:00","Time In Light Sleep","4.05551472222222"
"2021-04-14 05:22:00","Number Times Woken","13"
"2021-04-14 05:22:00","Pulse","59"
"2021-04-14 05:22:00","Sleep Hours","7.56"
"2021-04-14 05:22:00","Time In REM Sleep","2.00209194444444"
"2021-04-14 05:22:00","HRV","31.4062"
"2021-04-14 05:22:00","Time Awake","1.20558166666667"
"2021-04-14 05:22:00","Time In Deep Sleep","1.50103111111111"
"2021-04-14 05:22:00","Notes","WHOOP Recovery Score: 10%

"
"2021-04-15 04:58:00","Notes","WHOOP Recovery Score: 73%"
"2021-04-15 04:58:00","Sleep Hours","6.01"
"2021-04-15 04:58:00","HRV","74.8997"
"2021-04-15 04:58:00","Number Times Woken","13"
"2021-04-15 04:58:00","Pulse","53"
"2021-04-15 04:58:00","Time In Light Sleep","3.17975194444444"
"2021-04-15 04:58:00","Time In REM Sleep","1.77803277777778"
"2021-04-15 04:58:00","Time In Deep Sleep","1.05104583333333"
"2021-04-15 04:58:00","Time Awake","0.990609722222222"
"2021-04-16 05:30:00","Time In Deep Sleep","1.68551861111111"
"2021-04-16 05:30:00","Time Awake","0.966813888888889"
"2021-04-16 05:30:00","Notes","WHOOP Recovery Score: 82%"
"2021-04-16 05:30:00","Time In REM Sleep","2.46891833333333"
"2021-04-16 05:30:00","Sleep Hours","6.37"
"2021-04-16 05:30:00","Pulse","49"
"2021-04-16 05:30:00","HRV","74.2366"
"2021-04-16 05:30:00","Number Times Woken","16"
"2021-04-16 05:30:00","Time In Light Sleep","2.21118361111111"
"2021-04-17 05:39:00","Sleep Hours","7.60"
"2021-04-17 05:39:00","Pulse","54"
"2021-04-17 05:39:00","Time In REM Sleep","2.78121972222222"
"2021-04-17 05:39:00","HRV","46.6347"
"2021-04-17 05:39:00","Number Times Woken","23"
"2021-04-17 05:39:00","Time In Light Sleep","3.18682694444444"
"2021-04-17 05:39:00","Time In Deep Sleep","1.63579305555556"
