date,file,activity_type,duration_min,avg_power,peak_5s,peak_20s,peak_30s,peak_1min,peak_3min,peak_5min,peak_10min,peak_20min,peak_60min,peak_90min,peak_180min,peak_240min,peak_300min,avg_elevation_ft,altitude_category,avg_pace_sec_per_km,avg_hr,peak_peak_5s,peak_peak_20s,peak_peak_30s,peak_peak_1min,peak_peak_3min,peak_peak_5min,peak_peak_10min,peak_peak_20min,peak_peak_60min,peak_peak_90min,peak_peak_180min,peak_peak_240min,peak_peak_300min
2017-07-06,2017-07-06-16-45-33.fit.gz,cycling,48.95,261.7660878447395,469.6,401.2,385.2,366.2,306.3,296.4,285.1,275.2,,,,,,5083.0,colorado,,,,,,,,,,,,,,,
2017-07-08,2017-07-08-09-41-27.fit.gz,cycling,245.95,287.7806464728603,547.0,439.7,396.7,377.1,367.9,363.1,354.3,338.7,320.2,314.9,295.3,288.5,,7366.0,colorado,,,,,,,,,,,,,,,
2017-07-09,2017-07-09-13-16-55.fit.gz,cycling,275.85,270.26234064406987,512.6,390.2,376.0,344.1,319.4,312.6,296.1,290.6,284.4,282.0,276.0,273.3,,7056.0,colorado,,,,,,,,,,,,,,,
2017-07-11,2017-07-11-17-08-49.fit.gz,cycling,60.733333333333334,247.5543358946213,1052.4,515.8,414.4,377.4,286.8,271.3,255.8,253.3,247.9,,,,,5286.0,colorado,,,,,,,,,,,,,,,
2017-07-12,2017-07-12-15-59-48.fit.gz,cycling,76.21666666666667,298.85173846490267,999.0,653.1,557.2,441.0,423.5,421.0,349.3,332.6,309.0,,,,,5252.0,colorado,,,,,,,,,,,,,,,
2017-07-14,2017-07-14-15-28-52.fit.gz,cycling,100.81666666666666,289.06215903455114,747.0,638.9,521.8,485.8,415.1,386.0,380.2,349.8,312.2,295.4,,,,5927.0,colorado,,,,,,,,,,,,,,,
2017-07-15,2017-07-15-08-28-14.fit.gz,cycling,67.86666666666666,305.7792239685658,491.0,470.2,465.8,463.2,445.8,417.0,367.4,359.4,317.7,,,,,5952.0,colorado,,,,,,,,,,,,,,,
2017-07-18,2017-07-18-15-53-11.fit.gz,cycling,69.65,292.5929648241206,1160.8,657.5,520.0,487.2,469.8,459.2,365.1,325.2,295.1,,,,,5314.0,colorado,,,,,,,,,,,,,,,
2017-07-20,2017-07-20-12-41-00.fit.gz,cycling,51.06666666666667,340.1742819843342,596.4,513.0,489.5,437.7,403.6,378.6,374.6,367.6,,,,,,4009.0,intermediate,,,,,,,,,,,,,,,
2017-07-21,2017-07-21-10-45-05.fit.gz,cycling,181.56666666666666,308.65972094731046,932.2,601.0,521.3,474.1,425.0,420.4,401.7,386.8,345.8,327.7,311.0,,,4705.0,colorado,,,,,,,,,,,,,,,
2017-07-22,2017-07-22-15-33-22.fit.gz,cycling,48.95,327.3163091590058,900.2,666.5,598.6,562.1,498.1,487.5,475.4,440.7,,,,,,3654.0,intermediate,,,,,,,,,,,,,,,
2017-07-23,2017-07-23-10-58-39.fit.gz,cycling,112.18333333333334,334.9845491011737,860.4,650.8,622.8,545.2,462.3,432.6,394.1,371.9,343.2,339.5,,,,3442.0,intermediate,,,,,,,,,,,,,,,
2017-07-26,2017-07-26-14-56-44.fit.gz,cycling,72.8,322.2261904761905,771.4,731.9,590.6,538.7,428.3,391.9,379.9,365.8,332.7,,,,,5106.0,colorado,,,,,,,,,,,,,,,
2017-07-27,2017-07-27-16-58-59.fit.gz,cycling,75.3,309.18171757414785,692.8,588.4,570.3,522.5,408.9,429.2,384.0,349.8,323.4,,,,,5170.0,colorado,,,,,,,,,,,,,,,
2017-07-29,2017-07-29-09-27-06.fit.gz,cycling,90.68333333333334,299.3242051093549,644.2,560.9,548.6,466.8,451.7,448.0,377.3,362.3,327.0,300.6,,,,5305.0,colorado,,,,,,,,,,,,,,,
2017-07-30,2017-07-30-11-35-25.fit.gz,cycling,114.66666666666667,327.4703488372093,891.6,744.0,636.5,547.4,471.7,440.4,396.6,379.9,356.0,346.0,,,,7070.0,colorado,,,,,,,,,,,,,,,
2017-07-31,2017-07-31-17-17-29.fit.gz,cycling,53.4,216.00936329588015,351.6,287.8,271.0,266.6,252.9,244.0,228.5,223.7,,,,,,5123.0,colorado,,,,,,,,,,,,,,,
2017-08-02,2017-08-02-16-28-48.fit.gz,cycling,81.51666666666667,285.345532610918,912.0,459.5,396.4,364.2,346.8,321.8,317.9,303.6,296.4,,,,,5358.0,colorado,,,,,,,,,,,,,,,
2017-08-05,2017-08-04-18-26-33.fit.gz,cycling,45.733333333333334,323.0411807580175,1002.2,882.8,670.1,484.8,473.2,467.3,398.6,356.5,,,,,,5596.0,colorado,,,,,,,,,,,,,,,
2017-08-06,2017-08-06-11-08-28.fit.gz,cycling,136.01666666666668,310.23416248008823,952.0,671.2,604.3,570.4,518.9,500.7,483.8,458.7,382.7,342.2,,,,5072.0,colorado,,,,,,,,,,,,,,,
2017-08-08,2017-08-08-06-48-12.fit.gz,cycling,81.51666666666667,282.5315886321816,1041.8,597.2,494.4,395.8,328.8,319.7,314.2,301.4,293.1,,,,,5516.0,colorado,,,,,,,,,,,,,,,
2017-08-09,2017-08-09-14-22-14.fit.gz,cycling,62.63333333333333,344.22272485364556,626.8,551.2,539.6,490.3,439.1,435.3,408.5,404.9,348.9,,,,,5130.0,colorado,,,,,,,,,,,,,,,
2017-08-10,2017-08-10-16-14-28.fit.gz,cycling,34.1,314.43499511241447,545.0,475.9,472.2,465.8,410.1,397.5,384.0,346.7,,,,,,5184.0,colorado,,,,,,,,,,,,,,,
2017-08-11,2017-08-11-15-19-32.fit.gz,cycling,104.13333333333334,312.6411651728553,778.4,699.2,648.9,515.2,428.0,408.9,397.9,363.0,339.1,322.0,,,,5421.0,colorado,,,,,,,,,,,,,,,
2017-08-12,2017-08-12-11-04-42.fit.gz,cycling,152.21666666666667,288.6616664841782,972.0,532.7,525.7,421.0,384.5,377.4,351.2,341.5,307.7,301.3,,,,6606.0,colorado,,,,,,,,,,,,,,,
2017-08-13,2017-08-13-13-02-50.fit.gz,cycling,217.45,287.8168161263126,597.0,571.9,550.8,472.9,392.4,383.7,348.1,330.4,298.4,292.0,288.5,,,7330.0,colorado,,,,,,,,,,,,,,,
2017-08-14,2017-08-14-13-32-32.fit.gz,cycling,38.083333333333336,206.14573304157548,356.2,273.4,261.7,232.9,218.9,217.5,211.2,208.1,,,,,,5200.0,colorado,,,,,,,,,,,,,,,
2017-08-15,2017-08-15-15-04-01.fit.gz,cycling,52.88333333333333,291.11440277340057,1329.0,853.9,783.8,549.8,386.6,353.2,330.2,316.1,,,,,,5199.0,colorado,,,,,,,,,,,,,,,
2017-08-16,2017-08-16-16-05-09.fit.gz,cycling,67.71666666666667,317.9714496677332,560.4,465.6,436.4,431.9,395.2,389.6,381.2,350.2,324.5,,,,,5281.0,colorado,,,,,,,,,,,,,,,
2017-08-17,2017-08-17-17-19-17.fit.gz,cycling,64.9,337.4108885464818,1138.6,533.4,508.1,493.3,487.6,483.2,419.9,387.9,344.8,,,,,5194.0,colorado,,,,,,,,,,,,,,,
2017-08-18,2017-08-18-15-57-55.fit.gz,cycling,47.36666666666667,218.65411681914145,807.0,779.7,757.8,509.0,313.1,274.4,246.0,231.1,,,,,,5027.0,colorado,,,,,,,,,,,,,,,
2017-08-19,2017-08-19-17-00-10.fit.gz,cycling,70.93333333333334,334.7109962406015,1138.6,628.5,600.6,573.4,495.4,466.0,435.7,409.2,363.0,,,,,5843.0,colorado,,,,,,,,,,,,,,,
2017-08-20,2017-08-20-12-59-11.fit.gz,cycling,165.03333333333333,316.3643708341749,913.0,615.8,588.9,521.3,454.4,421.3,401.0,369.3,344.7,337.7,,,,6860.0,colorado,,,,,,,,,,,,,,,
2017-08-22,2017-08-22-16-10-48.fit.gz,cycling,80.86666666666666,254.31718878812862,1073.4,645.8,597.8,434.9,319.4,295.5,281.1,271.0,258.3,,,,,5286.0,colorado,,,,,,,,,,,,,,,
2017-08-24,2017-08-24-17-08-39.fit.gz,cycling,53.95,326.10194624652456,511.6,439.9,409.6,399.4,374.5,363.2,361.8,356.8,,,,,,5319.0,colorado,,,,,,,,,,,,,,,
2017-08-25,2017-08-25-15-39-38.fit.gz,cycling,74.23333333333333,311.66726537943424,546.8,508.5,501.6,488.0,471.0,444.6,356.5,347.3,331.0,,,,,5190.0,colorado,,,,,,,,,,,,,,,
2017-08-26,2017-08-26-13-30-40.fit.gz,cycling,158.96666666666667,274.3327741664919,870.4,799.6,617.1,442.3,425.5,418.6,359.1,332.0,308.0,298.3,,,,5289.0,colorado,,,,,,,,,,,,,,,
2017-08-27,2017-08-27-16-12-48.fit.gz,cycling,62.43333333333333,334.8291510945008,989.2,663.0,578.7,550.7,494.9,461.6,425.4,389.0,340.8,,,,,5610.0,colorado,,,,,,,,,,,,,,,
2017-08-29,2017-08-29-15-45-04.fit.gz,cycling,61.28333333333333,258.41936361163994,700.6,676.2,658.6,601.2,366.2,331.2,316.0,291.6,260.0,,,,,5204.0,colorado,,,,,,,,,,,,,,,
2017-08-30,2017-08-30-17-53-09.fit.gz,cycling,64.76666666666667,319.87107565620175,1036.4,657.5,600.6,508.2,420.0,411.1,384.4,374.7,330.1,,,,,5858.0,colorado,,,,,,,,,,,,,,,
2017-08-31,2017-08-31-17-22-39.fit.gz,cycling,10.65,263.05946791862283,416.4,379.0,373.9,321.6,285.8,268.4,267.2,,,,,,,5206.0,colorado,,,,,,,,,,,,,,,
2017-09-01,2017-09-01-14-54-06.fit.gz,cycling,70.88333333333334,301.4011286150952,468.2,428.9,422.3,412.3,375.5,347.4,340.8,328.4,310.4,,,,,6856.0,colorado,,,,,,,,,,,,,,,
2017-09-02,2017-09-02-13-05-50.fit.gz,cycling,55.833333333333336,284.1035820895522,605.0,419.5,406.9,386.9,371.1,367.0,353.9,337.3,,,,,,6866.0,colorado,,,,,,,,,,,,,,,
2017-09-03,2017-09-03-11-32-36.fit.gz,cycling,123.7,268.1699002964161,1097.8,744.9,638.5,464.4,414.4,409.5,389.9,357.4,301.6,289.9,,,,6377.0,colorado,,,,,,,,,,,,,,,
2017-09-06,2017-09-06-16-57-51.fit.gz,cycling,54.1,304.6882316697474,1023.0,538.7,428.2,414.9,412.3,407.4,404.2,353.2,,,,,,5196.0,colorado,,,,,,,,,,,,,,,
2017-09-07,2017-09-07-17-22-29.fit.gz,cycling,35.68333333333333,318.48715553479684,551.6,533.5,533.4,520.4,476.6,417.7,405.6,338.5,,,,,,5154.0,colorado,,,,,,,,,,,,,,,
2017-09-08,2017-09-08-07-25-56.fit.gz,cycling,59.85,292.6432748538012,701.6,501.1,499.5,493.5,477.6,420.1,348.4,315.5,,,,,,5139.0,colorado,,,,,,,,,,,,,,,
2017-09-13,2017-09-13-16-15-28.fit.gz,cycling,80.48333333333333,275.71981776765375,1048.0,691.4,562.3,436.1,336.4,315.5,303.7,297.3,282.2,,,,,5313.0,colorado,,,,,,,,,,,,,,,
2017-09-14,2017-09-14-17-15-24.fit.gz,cycling,49.016666666666666,281.7643658619517,1099.8,682.9,555.5,418.5,327.5,319.1,297.4,295.0,,,,,,5155.0,colorado,,,,,,,,,,,,,,,
2017-09-16,2017-09-16-10-23-05.fit.gz,cycling,46.53333333333333,323.13610315186247,557.4,475.8,451.9,389.7,353.1,344.1,335.5,329.9,,,,,,5289.0,colorado,,,,,,,,,,,,,,,
2017-10-01,2017-10-01-13-48-44.fit.gz,cycling,55.583333333333336,268.5022488755622,781.6,735.9,671.6,474.6,328.8,301.2,285.1,272.2,,,,,,5433.0,colorado,,,,,,,,,,,,,,,
2017-10-04,2017-10-04-16-50-31.fit.gz,cycling,49.45,282.16447590158407,881.8,735.8,646.7,459.7,395.7,358.5,318.3,309.8,,,,,,5142.0,colorado,,,,,,,,,,,,,,,
2017-10-07,2017-10-07-11-51-54.fit.gz,cycling,97.51666666666667,264.2794394120663,678.8,439.3,395.2,335.2,296.7,291.0,286.3,278.9,273.3,267.1,,,,6068.0,colorado,,,,,,,,,,,,,,,
2017-10-10,2017-10-10-16-11-57.fit.gz,cycling,51.36666666666667,285.1340038935756,1083.6,525.5,421.0,351.2,308.1,304.9,300.1,295.5,,,,,,5227.0,colorado,,,,,,,,,,,,,,,
2017-10-13,2017-10-13-15-52-44.fit.gz,cycling,51.15,287.79341805148255,684.8,665.3,655.9,434.0,372.8,347.2,333.6,315.1,,,,,,5289.0,colorado,,,,,,,,,,,,,,,
2017-10-14,2017-10-14-09-21-53.fit.gz,cycling,113.46666666666667,272.9900117508813,500.6,412.2,396.9,353.5,312.3,296.4,290.0,282.3,278.6,275.9,,,,5338.0,colorado,,,,,,,,,,,,,,,
2017-10-15,2017-10-15-14-10-47.fit.gz,cycling,163.75,257.33384223918574,440.0,392.2,363.6,333.9,285.3,278.6,271.9,269.4,264.6,262.1,,,,5151.0,colorado,,,,,,,,,,,,,,,
2017-10-17,2017-10-17-15-44-20.fit.gz,cycling,63.71666666666667,266.5137326706775,922.4,774.4,543.7,394.4,324.0,321.9,308.2,283.8,269.4,,,,,5293.0,colorado,,,,,,,,,,,,,,,
2017-10-19,2017-10-19-15-37-03.fit.gz,cycling,58.333333333333336,299.13714285714286,806.8,416.2,415.5,412.9,383.2,363.8,342.1,316.1,,,,,,5204.0,colorado,,,,,,,,,,,,,,,
2017-10-21,2017-10-21-09-46-27.fit.gz,cycling,156.01666666666668,299.56265356265357,506.6,388.7,379.9,345.1,323.6,318.5,316.8,315.7,307.3,306.8,,,,5160.0,colorado,,,,,,,,,,,,,,,
2017-10-22,2017-10-22-09-28-26.fit.gz,cycling,130.76666666666668,261.4816466989549,468.8,377.4,360.5,347.6,327.6,324.7,307.3,285.4,265.0,263.5,,,,6513.0,colorado,,,,,,,,,,,,,,,
2017-10-24,2017-10-24-16-44-09.fit.gz,cycling,100.51666666666667,275.7579174266291,527.8,403.2,367.4,326.6,303.8,303.3,294.7,291.6,277.2,277.5,,,,5180.0,colorado,,,,,,,,,,,,,,,
2017-10-25,2192289502.fit.gz,skiing,66.5,,,,,,,,,,,,,,,4898.0,colorado,,142.49598997493734,171.0,169.7,168.9,164.7,155.8,154.2,152.7,150.2,144.9,,,,
2017-10-26,2203170639.fit.gz,running,30.516666666666666,,243.0,244.0,244.5,246.6,257.4,260.7,269.7,281.2,,,,,,4771.0,colorado,287.12525075967653,,,,,,,,,,,,,,
2017-10-27,2017-10-27-16-02-12.fit.gz,cycling,54.96666666666667,273.46725288053364,672.0,396.9,380.1,333.6,301.2,291.5,285.2,282.8,,,,,,5266.0,colorado,,,,,,,,,,,,,,,
2017-10-29,2017-10-29-13-38-44.fit.gz,cycling,111.85,276.0976009536582,829.6,651.6,524.8,398.5,329.1,319.6,295.6,291.5,282.4,279.0,,,,5388.0,colorado,,,,,,,,,,,,,,,
2017-10-31,2017-10-31-15-47-41.fit.gz,cycling,80.88333333333334,267.6688646198228,1012.6,714.3,544.0,395.5,342.0,335.3,324.4,298.4,270.3,,,,,5321.0,colorado,,,,,,,,,,,,,,,
2017-11-01,2017-11-01-15-46-03.fit.gz,cycling,58.416666666666664,271.1574893009986,502.2,433.4,390.2,342.0,318.2,311.5,307.0,301.9,,,,,,5592.0,colorado,,,,,,,,,,,,,,,
2017-11-01,2257278105.fit.gz,running,19.95,,200.3,254.9,271.9,295.3,349.2,382.5,401.7,,,,,,,6084.0,colorado,425.78385307481483,,,,,,,,,,,,,,
2017-11-04,2017-11-04-10-49-25.fit.gz,cycling,123.46666666666667,253.13296436285097,470.4,364.0,322.9,293.8,279.1,276.2,271.8,268.6,263.4,257.7,,,,5286.0,colorado,,,,,,,,,,,,,,,
2017-11-05,2017-11-05-09-46-43.fit.gz,cycling,153.33333333333334,263.79271739130434,556.2,387.8,377.4,364.8,360.4,350.8,328.9,317.4,280.4,272.4,,,,5283.0,colorado,,,,,,,,,,,,,,,
2017-11-08,2017-11-08-14-10-11.fit.gz,cycling,77.0,290.5095238095238,763.8,475.0,397.0,385.6,355.1,331.6,325.1,306.5,302.5,,,,,5205.0,colorado,,,,,,,,,,,,,,,
2017-11-09,2017-11-09-15-54-07.fit.gz,cycling,47.8,271.01359832635984,819.4,664.3,500.9,367.9,322.0,320.0,317.1,290.8,,,,,,5313.0,colorado,,,,,,,,,,,,,,,
2017-11-11,2017-11-11-10-31-48.fit.gz,cycling,137.75,298.9686630369026,578.8,409.6,382.8,355.4,326.7,317.0,315.1,313.7,307.0,305.6,,,,5286.0,colorado,,,,,,,,,,,,,,,
2017-11-13,2017-11-13-13-02-21.fit.gz,cycling,62.55,274.8068212096989,895.6,452.2,385.1,348.4,300.3,291.3,284.6,279.9,275.7,,,,,5337.0,colorado,,,,,,,,,,,,,,,
2017-11-15,2017-11-15-13-48-43.fit.gz,cycling,88.4,307.2401960784314,787.2,595.0,503.1,417.5,398.9,395.4,393.6,343.6,329.7,,,,,5306.0,colorado,,,,,,,,,,,,,,,
2017-11-16,2335394790.fit.gz,skiing,61.18333333333333,,,,,,,,,,,,,,,5168.0,colorado,,140.5747752655952,171.0,170.0,168.8,163.7,151.8,150.9,148.6,146.2,141.4,,,,
2017-11-17,2017-11-17-13-47-09.fit.gz,cycling,71.36666666666666,307.4374124241009,467.0,386.2,370.4,354.4,328.0,323.9,315.4,313.2,309.4,,,,,5404.0,colorado,,,,,,,,,,,,,,,
2017-11-18,2017-11-18-12-57-01.fit.gz,cycling,175.51666666666668,278.9758807330738,714.2,540.6,469.0,396.0,383.7,379.5,376.8,325.0,306.9,291.4,,,,5168.0,colorado,,,,,,,,,,,,,,,
2017-11-19,2017-11-19-11-20-12.fit.gz,cycling,203.61666666666667,235.5826307604158,516.8,409.9,400.9,378.1,363.2,348.3,326.4,304.4,258.6,246.8,238.0,,,6481.0,colorado,,,,,,,,,,,,,,,
2017-11-21,2017-11-21-13-29-54.fit.gz,cycling,111.91666666666667,265.2510796723753,432.6,398.6,392.0,377.1,359.4,358.2,356.8,328.9,287.4,272.7,,,,5549.0,colorado,,,,,,,,,,,,,,,
2017-11-22,2017-11-22-13-49-50.fit.gz,cycling,117.68333333333334,281.2103101543691,454.8,395.1,390.3,388.4,372.3,370.7,365.0,360.7,311.5,292.0,,,,6144.0,colorado,,,,,,,,,,,,,,,
2017-11-23,2017-11-23-11-21-58.fit.gz,cycling,155.91666666666666,284.8755745590593,538.2,471.6,449.3,401.2,395.3,393.8,381.8,376.9,322.8,305.0,,,,6475.0,colorado,,,,,,,,,,,,,,,
2017-11-24,2017-11-24-10-43-30.fit.gz,cycling,163.53333333333333,270.4364044027721,510.2,395.7,389.6,357.4,315.2,309.1,304.9,295.9,275.4,271.5,,,,5593.0,colorado,,,,,,,,,,,,,,,
2017-11-25,2017-11-25-12-17-13.fit.gz,cycling,151.5,286.95797579757976,501.6,439.4,391.2,383.5,378.1,375.7,372.3,369.3,322.7,304.0,,,,6665.0,colorado,,,,,,,,,,,,,,,
2017-11-28,2017-11-28-07-34-21.fit.gz,cycling,38.21666666666667,268.222852158744,430.8,358.8,344.2,332.6,299.4,285.6,279.0,276.7,,,,,,5517.0,colorado,,,,,,,,,,,,,,,
2017-11-30,2017-11-30-07-24-19.fit.gz,cycling,80.16666666666667,286.8619542619543,728.2,662.5,532.9,436.9,386.8,368.4,332.9,327.5,296.2,,,,,5366.0,colorado,,,,,,,,,,,,,,,
2017-12-01,2017-12-01-14-40-49.fit.gz,cycling,71.51666666666667,308.8701934281053,506.8,368.8,344.3,342.4,331.4,325.1,319.2,315.9,311.6,,,,,5223.0,colorado,,,,,,,,,,,,,,,
2017-12-02,2017-12-02-12-36-36.fit.gz,cycling,176.51666666666668,263.7949202152771,561.8,410.2,366.4,337.6,307.2,302.7,287.3,283.6,274.9,272.1,,,,5297.0,colorado,,,,,,,,,,,,,,,
2017-12-03,2017-12-03-13-04-29.fit.gz,cycling,67.45,258.6189770200148,532.4,391.1,366.9,343.2,300.1,284.6,281.1,272.7,261.1,,,,,5414.0,colorado,,,,,,,,,,,,,,,
2017-12-04,2017-12-04-15-42-10.fit.gz,cycling,51.61666666666667,310.2311914756216,474.4,409.3,403.4,354.6,332.4,326.3,320.4,318.0,,,,,,5135.0,colorado,,,,,,,,,,,,,,,
2017-12-05,2017-12-05-14-58-53.fit.gz,cycling,54.2,302.4323493234932,470.2,417.3,403.1,378.7,369.2,343.7,332.5,323.4,,,,,,5248.0,colorado,,,,,,,,,,,,,,,
2017-12-06,2017-12-06-14-42-53.fit.gz,cycling,73.41666666666667,311.7362088535755,418.8,358.3,352.8,344.5,338.2,334.8,328.4,321.9,316.1,,,,,5131.0,colorado,,,,,,,,,,,,,,,
2017-12-07,2370050394.fit.gz,skiing,63.93333333333333,,,,,,,,,,,,,,,5178.0,colorado,,132.69916579770594,161.2,160.3,159.7,156.6,144.2,143.4,138.9,137.2,133.9,,,,
2017-12-08,2017-12-08-14-55-42.fit.gz,cycling,54.05,270.4764107308048,903.0,670.6,513.0,378.9,322.8,316.0,313.5,298.2,,,,,,5151.0,colorado,,,,,,,,,,,,,,,
2017-12-09,2017-12-09-13-35-39.fit.gz,cycling,102.45,290.0561249389946,709.0,528.4,455.7,395.4,386.0,381.7,375.5,337.0,315.9,296.2,,,,5414.0,colorado,,,,,,,,,,,,,,,
2017-12-10,2017-12-10-12-58-55.fit.gz,cycling,182.23333333333332,270.1613316261204,468.0,427.0,418.4,400.6,371.9,371.0,367.7,360.5,297.6,286.0,270.7,,,4982.0,colorado,,,,,,,,,,,,,,,
2017-12-12,2017-12-12-14-29-57.fit.gz,cycling,69.7,253.42754662840747,430.6,336.2,321.8,290.5,285.2,277.9,267.7,265.2,256.0,,,,,5478.0,colorado,,,,,,,,,,,,,,,
2017-12-13,2017-12-13-14-30-03.fit.gz,cycling,79.08333333333333,297.5041095890411,656.6,606.8,485.5,403.2,380.6,369.4,367.1,360.6,312.9,,,,,5386.0,colorado,,,,,,,,,,,,,,,
2017-12-14,2380333578.fit.gz,skiing,51.2,,,,,,,,,,,,,,,5250.0,colorado,,127.6298828125,167.4,166.2,164.9,160.5,144.2,139.4,138.5,136.5,,,,,
2017-12-16,2017-12-16-13-31-11.fit.gz,cycling,104.21666666666667,297.24148408763796,630.2,450.3,417.3,401.2,389.3,385.8,379.5,360.9,331.1,303.8,,,,5418.0,colorado,,,,,,,,,,,,,,,
2017-12-17,2017-12-17-10-17-19.fit.gz,cycling,186.91666666666666,255.82612572447616,901.2,676.2,574.1,490.3,378.8,369.7,368.0,361.2,285.8,274.1,258.5,,,5393.0,colorado,,,,,,,,,,,,,,,
2017-12-19,2017-12-19-15-04-14.fit.gz,cycling,67.06666666666666,317.9557654075547,810.8,633.6,499.6,392.5,367.9,365.0,353.7,346.6,324.3,,,,,5823.0,colorado,,,,,,,,,,,,,,,
2017-12-20,2017-12-20-13-45-59.fit.gz,cycling,109.7,254.8310543907627,548.0,438.4,437.6,422.2,408.1,403.2,396.6,367.6,282.6,262.6,,,,5562.0,colorado,,,,,,,,,,,,,,,
2017-12-25,2017-12-25-10-03-31.fit.gz,cycling,63.36666666666667,264.3798001052078,353.8,303.8,299.4,286.2,280.8,274.2,271.8,269.5,265.7,,,,,1452.0,sea_level,,,,,,,,,,,,,,,
2017-12-26,2017-12-26-13-42-13.fit.gz,cycling,101.6,254.3620406824147,670.4,470.6,402.2,326.0,290.0,288.7,282.2,278.4,260.9,256.9,,,,1323.0,sea_level,,,,,,,,,,,,,,,
2017-12-27,2017-12-27-15-13-48.fit.gz,cycling,56.233333333333334,269.5432720806165,409.8,389.6,388.9,376.9,357.7,339.0,298.4,288.8,,,,,,881.0,sea_level,,,,,,,,,,,,,,,
2017-12-28,2017-12-28-15-44-30.fit.gz,cycling,62.15,294.6052561008313,379.4,329.4,325.5,317.1,310.3,309.2,307.8,306.2,298.7,,,,,1465.0,sea_level,,,,,,,,,,,,,,,
2017-12-29,2017-12-29-16-04-12.fit.gz,cycling,86.76666666666667,266.97233960814447,576.4,543.1,445.0,378.6,318.7,310.1,305.2,286.1,279.3,,,,,1511.0,sea_level,,,,,,,,,,,,,,,
2018-01-03,2018-01-03-14-06-27.fit.gz,cycling,91.53333333333333,280.4319009468318,409.6,356.3,338.8,309.2,293.8,289.9,288.9,286.0,283.8,281.0,,,,5318.0,colorado,,,,,,,,,,,,,,,
2018-01-04,2018-01-04-14-38-21.fit.gz,cycling,71.71666666666667,275.0987683011852,735.6,438.2,399.8,345.0,312.6,303.7,294.8,290.8,277.6,,,,,5253.0,colorado,,,,,,,,,,,,,,,
2018-01-06,2018-01-06-08-58-26.fit.gz,cycling,274.6666666666667,266.77002427184465,928.0,655.8,531.9,475.4,378.2,357.8,323.5,316.7,298.6,288.2,281.3,273.3,,6387.0,colorado,,,,,,,,,,,,,,,
2018-01-07,2018-01-07-12-40-18.fit.gz,cycling,187.06666666666666,261.1248218104063,608.6,395.0,380.2,363.7,355.9,353.4,347.7,342.5,288.1,276.9,262.0,,,5327.0,colorado,,,,,,,,,,,,,,,
2018-01-09,2018-01-09-14-51-56.fit.gz,cycling,60.016666666666666,271.3626770341572,688.4,452.2,450.5,445.6,425.2,379.9,327.7,295.6,271.4,,,,,5567.0,colorado,,,,,,,,,,,,,,,
2018-01-10,2018-01-10-14-00-41.fit.gz,cycling,83.18333333333334,285.6042877178922,645.6,499.6,442.8,441.2,433.4,385.1,342.0,328.3,299.8,,,,,5253.0,colorado,,,,,,,,,,,,,,,
2018-01-11,2018-01-11-14-59-22.fit.gz,cycling,66.08333333333333,214.46986128625474,550.8,304.1,281.7,271.5,247.2,236.5,231.4,222.6,214.8,,,,,5528.0,colorado,,,,,,,,,,,,,,,
2018-01-13,2018-01-13-12-11-00.fit.gz,cycling,202.61666666666667,270.5564695237312,892.2,535.6,447.3,382.1,377.4,370.2,363.8,353.5,292.9,285.9,273.0,,,5231.0,colorado,,,,,,,,,,,,,,,
2018-01-14,2018-01-14-12-06-50.fit.gz,cycling,205.98333333333332,260.8696496480298,718.4,428.2,414.4,402.5,392.2,383.2,328.7,322.8,272.8,265.0,263.9,,,5226.0,colorado,,,,,,,,,,,,,,,
2018-01-17,2018-01-17-14-27-28.fit.gz,cycling,68.48333333333333,273.1959114139693,482.2,403.5,401.6,389.2,330.6,323.3,295.5,284.8,276.0,,,,,5226.0,colorado,,,,,,,,,,,,,,,
2018-01-18,2018-01-18-14-17-17.fit.gz,cycling,76.4,297.7510907504363,1000.8,544.5,432.9,411.7,397.8,396.8,361.1,343.6,309.7,,,,,5192.0,colorado,,,,,,,,,,,,,,,
2018-01-19,2018-01-19-12-24-44.fit.gz,cycling,80.0,272.17125,816.8,551.7,513.3,491.7,404.5,392.6,385.3,348.4,282.4,,,,,5322.0,colorado,,,,,,,,,,,,,,,
2018-01-20,2018-01-20-08-55-34.fit.gz,cycling,195.71666666666667,270.4018564251043,745.4,505.2,451.5,394.7,356.2,351.6,329.6,315.0,299.4,289.9,274.6,,,5974.0,colorado,,,,,,,,,,,,,,,
2018-01-24,2018-01-24-14-50-10.fit.gz,cycling,55.96666666666667,281.18999404407384,467.0,411.2,400.3,388.6,330.3,322.4,310.1,295.5,,,,,,5228.0,colorado,,,,,,,,,,,,,,,
2018-01-26,2018-01-26-13-27-27.fit.gz,cycling,60.833333333333336,316.45616438356166,656.4,468.9,414.9,413.4,406.8,399.9,371.2,354.5,317.5,,,,,5497.0,colorado,,,,,,,,,,,,,,,
2018-01-27,2018-01-27-11-53-49.fit.gz,cycling,118.71666666666667,281.4349291029061,698.2,672.4,657.6,614.3,391.9,383.9,372.8,349.2,283.6,292.4,,,,5476.0,colorado,,,,,,,,,,,,,,,
2018-01-29,2018-01-29-15-58-36.fit.gz,cycling,56.81666666666667,259.7791141097096,543.8,373.5,343.8,337.9,328.0,320.1,300.3,279.9,,,,,,5618.0,colorado,,,,,,,,,,,,,,,
