date,Load,Performance
2019-12-05,161.37,1.7826086956521738
2019-12-06,66.21,1.7518796992481203
2019-12-07,201.9,1.7080291970802919
2019-12-09,128.17,1.9057971014492754
2019-12-10,106.39,1.8134328358208955
2019-12-11,103.53,1.7536231884057971
2019-12-12,135.77,1.7536231884057971
2019-12-14,240.27,1.8299319727891157
2019-12-17,94.0,1.6390977443609023
2019-12-18,109.95,1.6805555555555556
2019-12-20,107.25,1.7801418439716312
2019-12-22,97.49,1.7461538461538462
2019-12-23,58.96,1.7328767123287672
2019-12-24,107.23,1.7801418439716312
2019-12-26,101.73,1.7971014492753623
2019-12-31,104.56,1.8405797101449275
2020-01-01,214.71,1.7777777777777777
2020-01-03,124.78,1.7412587412587412
2020-01-04,226.26,1.5586206896551724
2020-01-07,119.33,1.8840579710144927
2020-01-08,128.57,
2020-01-10,45.49,1.975
2020-01-11,200.78,1.8857142857142857
2020-01-14,139.12,1.7482517482517483
2020-01-15,115.04,1.7906976744186047
2020-01-18,143.89,1.8888888888888888
2020-01-19,275.16,
2020-01-22,129.19,1.7183098591549295
2020-01-23,83.01,1.935251798561151
2020-01-28,78.84,1.626865671641791
2020-01-29,119.54,1.6466666666666667
2020-02-03,118.53,1.962406015037594
2020-02-04,147.34,
2020-02-06,187.75,1.874074074074074
2020-02-09,321.93,1.887218045112782
2020-02-11,122.35,2.015873015873016
2020-02-13,146.63,
2020-02-14,89.95,
2020-02-15,178.01,1.8770491803278688
2020-02-17,183.82,1.9689922480620154
2020-02-19,48.88,1.6048387096774193
2020-02-21,96.68,
2020-02-22,126.04,1.7786259541984732
2020-02-24,125.76,1.878787878787879
2020-02-28,128.53,1.7428571428571429
2020-02-29,258.33,1.5579710144927537
2020-03-03,136.35,
2020-03-04,119.87,1.8208955223880596
2020-03-05,61.98,1.6666666666666667
2020-03-06,85.17,1.5785714285714285
2020-03-08,280.37,1.8449612403100775
2020-03-09,44.75,1.543103448275862
2020-03-10,123.95,1.9477611940298507
2020-03-11,84.68,1.7391304347826086
2020-03-12,161.15,
2020-03-13,95.0,2.0166666666666666
2020-03-14,170.65,
2020-03-15,96.61,1.7377049180327868
2020-03-16,122.5,
2020-03-17,61.76,1.6693548387096775
2020-03-18,105.99,1.7142857142857142
2020-03-19,158.14,2.0387596899224807
2020-03-21,132.35,1.8106060606060606
2020-03-22,173.78,1.8294573643410852
2020-03-23,38.89,1.6902654867256637
2020-03-24,108.37,1.8091603053435115
2020-03-25,149.91,
2020-03-26,73.18,1.8839285714285714
2020-03-27,178.79,
2020-03-28,66.76,2.0086206896551726
2020-03-29,194.1,1.6589147286821706
2020-03-30,34.15,1.864864864864865
2020-03-31,120.69,1.7651515151515151
2020-04-01,150.63,1.7410071942446044
2020-04-02,151.8,
2020-04-03,42.4,1.9565217391304348
2020-04-04,144.12,1.916030534351145
2020-04-05,188.92,1.6428571428571428
2020-04-06,39.0,1.6422018348623852
2020-04-07,123.71,2.0625
2020-04-08,99.71,1.8
2020-04-09,129.56,
2020-04-10,35.57,1.5775862068965518
2020-04-11,212.35,1.6791044776119404
2020-04-12,158.82,
2020-04-13,51.85,1.9433962264150944
2020-04-14,97.92,2.0338983050847457
2020-04-15,163.85,
2020-04-16,95.88,2.051282051282051
2020-04-18,156.01,1.7338129496402879
2020-04-19,216.75,1.792
2020-04-21,71.74,1.8141592920353982
2020-04-22,127.9,1.8372093023255813
2020-04-23,125.6,1.835820895522388
2020-04-24,40.36,1.6607142857142858
2020-04-25,86.81,1.7401574803149606
2020-04-26,240.37,1.856
2020-04-27,35.57,1.5964912280701755
2020-04-28,106.77,1.9179104477611941
2020-04-29,129.94,1.8962962962962964
2020-04-30,124.63,1.635036496350365
2020-05-01,21.13,
2020-05-02,148.97,1.9015151515151516
2020-05-03,253.28,1.765625
2020-05-04,28.17,1.5178571428571428
2020-05-05,117.74,1.873134328358209
2020-05-06,91.61,1.7377049180327868
2020-05-11,42.4,1.8416666666666666
2020-05-12,92.54,1.7063492063492063
2020-05-13,110.77,1.823076923076923
2020-05-14,140.55,1.7218045112781954
2020-05-15,57.0,1.8429752066115703
2020-05-16,272.17,1.751937984496124
2020-05-17,239.1,1.7936507936507937
2020-05-19,30.52,1.5573770491803278
2020-05-20,123.74,1.7407407407407407
2020-05-21,102.95,1.8181818181818181
2020-05-22,45.61,1.7868852459016393
2020-05-23,252.44,1.696969696969697
2020-05-25,183.98,1.8319327731092436
2020-05-26,84.08,1.8017241379310345
2020-05-27,109.7,1.968
2020-05-28,165.97,1.8174603174603174
2020-05-29,173.55,1.71875
2020-05-30,262.01,1.6910569105691058
2020-06-01,104.67,1.7196969696969697
2020-06-02,151.78,
2020-06-03,118.73,1.7890625
2020-06-04,160.98,1.7761194029850746
2020-06-05,198.7,1.7596899224806202
2020-06-06,303.91,1.7142857142857142
2020-06-07,40.33,1.7304347826086957
2020-06-08,68.58,1.859504132231405
2020-06-09,124.9,1.7723577235772359
2020-06-10,41.46,1.781512605042017
2020-06-11,193.39,1.696969696969697
2020-06-12,85.44,1.7603305785123966
2020-06-13,263.52,1.59375
2020-06-15,130.82,1.873015873015873
2020-06-16,110.43,1.7890625
2020-06-17,119.33,1.6666666666666667
2020-06-18,185.79,1.7769230769230768
2020-06-19,91.56,1.7716535433070866
2020-06-20,387.8,1.609375
2020-06-21,36.76,1.712962962962963
2020-06-22,116.82,
2020-06-24,104.96,1.8389830508474576
2020-06-25,179.43,1.5909090909090908
2020-06-26,83.01,1.8867924528301887
2020-06-27,302.41,1.5294117647058822
2020-06-28,61.24,1.8285714285714285
2020-06-29,130.26,1.7666666666666666
2020-06-30,99.87,1.8114754098360655
2020-07-01,100.33,1.75
2020-07-02,148.0,1.7969924812030076
2020-07-03,403.48,1.6
2020-07-05,109.47,1.6612903225806452
2020-07-06,171.92,1.6982758620689655
2020-07-07,115.45,1.7985074626865671
2020-07-08,33.44,1.6972477064220184
2020-07-09,166.82,1.7131782945736433
2020-07-10,122.52,1.7692307692307692
2020-07-11,287.36,1.6129032258064515
2020-07-13,40.86,1.7155172413793103
2020-07-14,125.17,1.8095238095238095
2020-07-15,110.73,1.8308823529411764
2020-07-16,72.89,1.6046511627906976
2020-07-17,108.07,1.8421052631578947
2020-07-18,129.28,1.6564885496183206
2020-07-19,229.06,1.7364341085271318
2020-07-21,105.53,1.776
2020-07-22,102.51,1.7380952380952381
2020-07-23,146.26,1.7578125
2020-07-24,153.31,1.6511627906976745
2020-07-25,151.0,1.736
2020-07-26,95.05,1.991869918699187
2020-07-28,162.91,2.049586776859504
2020-07-29,114.6,1.606060606060606
2020-07-30,105.19,1.6220472440944882
2020-07-31,38.66,1.7627118644067796
2020-08-01,664.65,1.4883720930232558
2020-08-04,112.42,1.6504065040650406
2020-08-07,65.33,1.5925925925925926
2020-08-08,239.49,1.681159420289855
2020-08-10,58.48,1.7355371900826446
2020-08-11,118.38,
2020-08-13,102.37,1.5757575757575757
2020-08-15,106.06,1.6904761904761905
2020-08-16,162.34,1.6323529411764706
2020-08-18,118.5,1.6541353383458646
2020-08-20,151.82,1.5538461538461539
2020-08-21,39.55,1.656
2020-08-22,248.3,1.6259541984732824
2020-08-25,114.97,1.59375
2020-08-27,148.45,1.4962406015037595
2020-08-29,143.95,1.7857142857142858
2020-08-31,86.12,1.8717948717948718
2020-09-02,80.63,1.632
2020-09-03,124.81,1.5038167938931297
2020-09-06,120.47,1.8114754098360655
2020-09-08,122.76,1.8222222222222222
2020-09-10,106.52,1.9834710743801653
2020-09-11,130.93,1.5298507462686568
2020-09-13,309.63,1.401360544217687
2020-09-15,75.4,1.5317460317460319
2020-09-16,87.64,1.7164179104477613
2020-09-18,88.16,1.6993006993006994
2020-09-20,129.44,1.6808510638297873
2020-09-21,66.2,1.5874125874125875
2020-09-22,139.96,1.455223880597015
2020-09-23,111.19,1.6785714285714286
2020-09-25,118.45,1.7518248175182483
2020-09-28,78.73,1.9024390243902438
2020-09-30,74.75,1.896
2020-10-01,105.98,1.6944444444444444
2020-10-03,176.39,1.4338235294117647
2020-10-05,92.96,1.9541984732824427
2020-10-07,73.68,1.6402877697841727
2020-10-08,60.81,1.9064748201438848
2020-10-10,122.31,1.6689655172413793
2020-10-12,100.92,1.872
2020-10-18,135.47,2.0254237288135593
2020-10-19,90.45,1.5886524822695036
2020-10-21,82.27,1.703125
2020-10-22,122.94,2.046511627906977
2020-10-23,72.32,
2020-10-24,119.85,1.8428571428571427
2020-10-29,111.23,1.6594202898550725
2020-10-31,147.52,1.6666666666666667
2021-11-02,64.13,1.8264462809917354
2021-11-03,96.79,1.628787878787879
2021-11-04,107.13,1.5942028985507246
2021-11-05,110.88,1.5298507462686568
2021-11-08,94.65,1.7142857142857142
2021-11-09,71.34,1.6541353383458646
2021-11-10,90.98,1.6515151515151516
2021-11-12,100.94,1.6044776119402986
2021-11-13,195.04,1.5923076923076922
2021-11-14,122.87,1.7
2021-11-15,104.68,1.7404580152671756
2021-11-17,120.77,1.7218045112781954
2021-11-18,92.07,1.7906976744186047
2021-11-20,184.12,1.6893939393939394
2021-11-21,130.7,1.806201550387597
2021-11-22,99.14,1.7786259541984732
2021-11-25,129.19,1.704225352112676
2021-11-26,142.82,1.7878787878787878
2021-11-27,200.0,1.246031746031746
2021-11-29,108.05,1.7518248175182483
2021-12-01,98.06,1.6842105263157894
2021-12-02,126.56,1.6906474820143884
2021-12-03,43.97,1.7222222222222223
2021-12-04,100.87,1.6492537313432836
2021-12-05,184.75,1.8402777777777777
2021-12-07,123.36,1.7122302158273381
2021-12-08,40.82,
2021-12-15,104.21,1.8148148148148149
2021-12-16,60.81,1.763779527559055
2021-12-17,137.4,1.708955223880597
2021-12-19,227.74,1.6865671641791045
2021-12-20,101.98,1.8
2021-12-23,131.38,1.6934306569343065
2021-12-24,97.53,1.7744360902255638
2021-12-26,154.29,1.803030303030303
2021-12-31,26.53,
2022-01-05,97.69,1.8489208633093526
2022-01-06,120.03,1.854014598540146
2022-01-09,62.61,1.7482014388489209
2022-01-16,267.11,1.7279411764705883
2022-01-19,137.21,2.0672268907563027
2022-01-25,115.11,1.888
2022-01-26,109.8,1.8134328358208955
2022-01-28,71.12,1.708955223880597
2022-01-30,144.62,1.7259259259259259
2022-02-01,115.86,1.7801418439716312
2022-02-02,87.41,1.726027397260274
2022-02-04,90.07,1.7734375
2022-02-06,118.78,1.8161764705882353
2022-02-08,131.11,1.7777777777777777
2022-02-10,141.72,1.8686131386861313
2022-02-11,77.99,1.9147286821705427
2022-02-14,165.19,1.96
2022-02-16,73.62,1.8625954198473282
2022-02-17,139.11,1.8394160583941606
2022-02-18,63.67,1.968
2022-02-23,132.28,1.8345864661654134
2022-02-24,127.16,1.9770992366412214
2022-02-25,66.93,1.8790322580645162
2022-02-28,81.64,1.9274193548387097
2022-03-01,112.44,1.6567164179104477
2022-03-03,165.09,1.7878787878787878
2022-03-06,123.5,1.8396946564885497
2022-03-09,174.11,1.8646616541353382
2022-03-12,227.3,1.6564885496183206
2022-03-13,214.61,1.6507936507936507
2022-03-17,137.0,1.871212121212121
2022-03-19,236.71,1.7803030303030303
2022-03-23,186.29,1.7878787878787878
2022-03-24,202.72,1.781954887218045
2022-03-25,269.22,1.6991869918699187
2022-03-29,165.55,1.8345864661654134
2022-03-31,89.96,1.7709923664122138
2022-04-02,169.48,1.7205882352941178
2022-04-03,183.33,1.6893939393939394
2022-04-05,83.86,1.7165354330708662
2022-04-06,127.51,1.7619047619047619
2022-04-07,169.65,1.7185185185185186
2022-04-09,105.89,1.554054054054054
2022-04-10,222.54,1.7348484848484849
2022-04-12,54.25,1.5225225225225225
2022-04-14,142.59,1.7279411764705883
2022-04-15,95.7,1.6766917293233083
2022-04-16,329.89,
2022-04-19,73.35,1.3596491228070176
2022-04-20,199.54,
2022-04-21,285.8,
2022-04-22,58.66,1.7307692307692308
2022-04-23,75.9,
2022-04-24,54.65,1.8524590163934427
2022-04-26,83.27,1.6541353383458646
2022-04-27,253.7,1.6142857142857143
2022-04-28,263.23,
2022-04-29,85.06,1.7285714285714286
2022-04-30,105.22,1.6382978723404256
2022-05-01,306.1,
2022-05-04,52.28,1.8103448275862069
2022-05-05,56.98,1.6610169491525424
2022-05-07,146.18,1.7424242424242424
2022-05-09,124.59,1.7737226277372262
2022-05-10,118.34,1.8951612903225807
2022-05-12,131.77,1.8211382113821137
2022-05-13,141.5,1.6220472440944882
2022-05-15,287.13,1.5777777777777777
2022-05-16,133.72,1.643939393939394
2022-05-18,96.77,1.748091603053435
2022-05-19,136.9,1.635036496350365
2022-05-21,103.9,1.6592592592592592
2022-05-23,156.56,1.606060606060606
2022-05-25,113.92,1.7218045112781954
2022-05-26,171.04000000000002,1.628787878787879
2022-05-27,35.06,1.5476190476190477
2022-05-28,257.6,1.5664335664335665
2022-05-29,146.36,1.59375
2022-06-01,119.33,1.7121212121212122
2022-06-02,74.45,
2022-06-04,528.27,1.6492537313432836
2022-06-06,24.05,
2022-06-07,63.61,1.7209302325581395
2022-06-08,114.1,1.6875
2022-06-09,152.0,1.4661654135338347
2022-06-12,230.21,1.5037037037037038
2022-06-16,160.69,1.7092198581560283
2022-06-17,59.8,1.7007874015748032
2022-06-20,150.78,1.7153284671532847
2022-06-21,145.43,1.821705426356589
2022-06-22,92.13,1.768
2022-06-23,136.27,1.6906474820143884
2022-06-24,253.06,1.584
2022-06-25,100.82,1.8992248062015504
2022-06-29,112.11,1.7984496124031009
2022-06-30,112.43,
2022-07-01,86.4,1.6590909090909092
2022-07-02,134.4,1.7258064516129032
2022-07-04,194.35,1.7674418604651163
2022-07-05,127.18,1.7578125
2022-07-07,131.16,1.7222222222222223
2022-07-09,155.36,1.5546875
2022-07-11,265.04,1.5671641791044777
2022-07-12,113.91,1.5725190839694656
2022-07-13,73.86,1.6218487394957983
2022-07-14,132.73,1.7099236641221374
2022-07-15,78.91,1.6694915254237288
2022-07-17,304.57,1.9846153846153847
2022-07-19,149.45,
2022-07-20,199.47,1.6962962962962962
2022-07-22,141.97,1.6456692913385826
2022-07-25,95.4,1.6277372262773722
2022-07-26,136.21,
2022-07-27,182.81,1.7761194029850746
2022-07-28,66.48,1.6910569105691058
2022-07-30,277.73,1.6058394160583942
2022-08-01,111.4,1.6833333333333333
2022-08-04,117.93,1.6390977443609023
2022-08-05,125.3,1.7716535433070866
2022-08-07,144.03,1.7279411764705883
2022-08-08,117.44,1.568
2022-08-11,170.66,
2022-08-12,163.49,1.5833333333333333
2022-08-17,82.22,1.5357142857142858
2022-08-18,102.41,1.637037037037037
2022-08-20,82.32,1.6384615384615384
2022-08-21,99.03,1.6259541984732824
2022-08-22,112.64,1.6428571428571428
2022-08-23,136.31,1.6402877697841727
2022-08-24,78.14,1.648
2022-08-25,119.54,1.7404580152671756
2022-08-26,110.69,1.712
2022-08-28,131.26,1.7596899224806202
2022-08-31,165.57,1.5379310344827586
2022-09-01,132.7,1.5448275862068965
2022-09-02,77.12,1.556390977443609
2022-09-04,201.05,1.6119402985074627
2022-09-05,138.05,1.6258992805755397
2022-09-07,112.1,1.674074074074074
2022-09-08,143.77,1.6285714285714286
2022-09-09,77.77,1.6859504132231404
2022-09-10,210.71,1.876923076923077
2022-09-12,143.87,1.6571428571428573
2022-09-13,155.45,1.6595744680851063
2022-09-14,131.88,1.8625954198473282
2022-09-16,112.24,1.746031746031746
2022-09-18,319.44,1.5671641791044777
2022-09-19,89.14,1.6434108527131783
2022-09-20,146.45,1.5957446808510638
2022-09-22,122.64,1.7923076923076924
2022-09-23,168.04,1.6423357664233578
2022-09-24,327.88,1.6124031007751938
2022-09-28,106.62,1.6642335766423357
2022-09-29,107.83,1.6906474820143884
2022-10-01,163.72,1.702127659574468
2022-10-04,156.87,
2022-10-05,100.99,1.811023622047244
2022-10-06,118.5,1.8308823529411764
2022-10-07,47.02,1.9137931034482758
2022-10-08,171.48,1.7384615384615385
2022-10-09,91.85,1.7230769230769232
2022-10-10,129.01,
2022-10-13,102.97,1.6046511627906976
2022-10-15,496.37,1.6549295774647887
2022-10-18,57.03,1.6194029850746268
2022-10-21,81.51,1.618705035971223
2022-10-23,196.09,1.802919708029197
2022-10-24,70.48,1.8571428571428572
2022-10-27,115.51,1.702127659574468
2022-10-28,102.33,1.6940298507462686
2022-10-29,126.03,1.7633587786259541
2022-10-31,71.8,1.7218045112781954
2022-11-01,144.37,1.7153284671532847
2022-11-02,95.24,1.71875
2022-11-05,285.75,1.657718120805369
2022-11-07,102.03,1.8015873015873016
2022-11-08,168.89,1.6691176470588236
2022-11-09,53.05,1.6557377049180328
2022-11-11,105.44,1.792
2022-11-13,180.99,1.6717557251908397
2022-11-15,141.22,1.7894736842105263
2022-11-16,126.67,1.8549618320610688
2022-11-17,68.36,1.7769230769230768
2022-11-20,224.95,1.6076923076923078
2022-11-23,179.86,1.6176470588235294
2022-11-27,111.59,1.9262295081967213
2022-11-28,124.85,1.7984496124031009
2022-12-01,135.61,1.875968992248062
2022-12-02,125.43,1.7674418604651163
2022-12-03,141.24,1.6893939393939394
2022-12-05,159.47,1.779527559055118
2022-12-07,134.16,1.65
2022-12-09,199.41,
2022-12-10,189.39,2.1904761904761907
2022-12-13,130.8,1.8870967741935485
2022-12-14,86.98,2.1333333333333333
2022-12-15,142.41,1.856060606060606
2022-12-16,104.06,2.0608695652173914
2022-12-21,134.88,
2022-12-22,156.09,1.8656716417910448
2022-12-24,172.9,
2022-12-25,54.43,
2022-12-26,132.5,
2022-12-28,138.85,
2023-01-01,207.38,1.7293233082706767
2023-01-03,105.48,1.7933884297520661
2023-01-04,168.79,1.7923076923076924
2023-01-07,122.14,1.8359375
2023-01-08,226.58,1.768
2023-01-10,178.85,1.849624060150376
2023-01-11,101.69,1.9393939393939394
2023-01-12,166.35,
2023-01-13,48.14,1.811023622047244
2023-01-18,114.63,
2023-01-21,60.09,1.7265625
2023-01-23,79.25,
2023-01-24,135.99,1.8846153846153846
2023-01-25,138.11,1.7692307692307692
2023-01-27,212.09,1.7410071942446044
2023-01-29,79.23,1.7333333333333334
2023-01-30,122.11,1.8429752066115703
2023-02-02,155.21,1.945736434108527
2023-02-03,125.28,1.6929133858267718
2023-02-05,262.98,1.5140845070422535
2023-02-10,153.41,1.3984962406015038
2023-02-12,173.94,1.6846153846153846
2023-02-14,183.83,1.816793893129771
2023-02-15,70.77,1.9745762711864407
2023-02-16,113.74,1.1323529411764706
2023-02-17,152.64,1.7307692307692308
2023-02-18,98.74,1.6942148760330578
2023-02-19,182.0,1.7407407407407407
2023-02-21,207.38,1.8088235294117647
2023-02-22,140.27,1.901639344262295
2023-02-23,84.27,1.2380952380952381
2023-02-24,63.11,1.3
2023-02-25,154.72,1.6857142857142857
2023-02-27,171.87,1.673913043478261
2023-03-02,186.56,1.0
2023-03-03,212.69,1.7153846153846153
2023-03-04,100.85,1.7874015748031495
2023-03-06,249.73,1.7969924812030076
2023-03-08,188.82,
2023-03-10,286.41,1.6764705882352942
2023-03-11,81.82,1.0083333333333333
2023-03-14,166.78,1.8492063492063493
2023-03-17,183.59,1.7518796992481203
2023-03-19,67.18,1.814516129032258
2023-03-20,88.14,1.664
2023-03-21,83.15,1.6416666666666666
2023-03-22,142.91,1.9848484848484849
2023-03-23,98.22,1.6875
2023-03-24,133.87,1.7265625
2023-03-26,205.16000000000003,1.3705069124423963
2023-03-29,172.49,1.7173913043478262
2023-03-30,211.54,1.6946564885496183
2023-03-31,105.13,1.5798319327731092
2023-04-01,242.45,1.6260162601626016
2023-04-02,212.96,1.5968992248062015
2023-04-04,24.8,
2023-04-05,95.45,1.8790322580645162
2023-04-06,133.16,1.8345864661654134
2023-04-07,96.54,1.856
2023-04-08,184.47,1.7272727272727273
2023-04-09,139.03,1.728
2023-04-11,111.45,1.5
2023-04-12,154.61,1.6788321167883211
2023-04-13,160.71,
2023-04-15,251.26,1.875
2023-04-16,289.84,1.7328244274809161
2023-04-18,34.63,
2023-04-19,113.18,1.671641791044776
2023-04-20,54.6,1.7096774193548387
2023-04-21,137.61,1.7906976744186047
2023-04-23,135.29,1.8307692307692307
2023-04-25,69.86,1.476923076923077
2023-04-26,240.0,1.536
2023-04-27,231.26,1.671641791044776
2023-04-28,101.25,1.6567164179104477
2023-04-29,113.12,1.5448275862068965
2023-04-30,275.93,1.4929577464788732
2023-05-03,115.78,1.7379310344827585
2023-05-04,156.95,
2023-05-05,100.76,1.7950819672131149
2023-05-06,148.1,1.7727272727272727
2023-05-09,128.4,1.7479674796747968
2023-05-10,90.83,1.7966101694915255
2023-05-11,80.74,
2023-05-12,83.94,
2023-05-13,92.85,1.8181818181818181
2023-05-14,351.28,
2023-05-17,87.37,1.689922480620155
2023-05-18,123.88,1.7985074626865671
2023-05-20,149.63,1.8636363636363635
2023-05-22,134.0,
2023-05-23,161.42,1.7692307692307692
2023-05-25,112.37,1.746031746031746
2023-05-26,160.88,1.728
2023-05-27,131.24,1.6492537313432836
2023-05-28,163.09,1.6859504132231404
2023-05-30,158.15,1.7692307692307692
2023-06-01,116.49,1.7761194029850746
2023-06-03,681.09,1.651851851851852
2023-06-10,114.06,1.7328767123287672
2023-06-14,169.3,
2023-06-15,90.97,1.7698412698412698
2023-06-16,119.59,1.713235294117647
2023-06-18,90.3,1.676923076923077
2023-06-19,128.35,1.5142857142857142
2023-06-20,81.24,1.586466165413534
2023-06-21,74.79,1.806201550387597
2023-06-22,132.01,1.7971014492753623
2023-06-23,160.3,
2023-06-24,99.85,1.6771653543307086
2023-06-26,279.79,1.5703703703703704
2023-06-28,145.02,1.6338028169014085
2023-06-29,143.93,1.786259541984733
2023-07-01,322.47,
2023-07-02,134.46,
2023-07-05,130.56,
2023-07-06,153.66,
2023-07-07,77.8,
2023-07-08,307.19,
2023-07-10,110.42,1.7131782945736433
2023-07-11,129.91,1.5460992907801419
2023-07-12,47.05,1.5692307692307692
2023-07-14,205.17,1.707142857142857
2023-07-15,152.99,1.7301587301587302
2023-07-16,223.02,1.621212121212121
2023-07-17,118.8,1.7462686567164178
2023-07-19,188.8,1.7518796992481203
2023-07-20,146.03,1.7218045112781954
2023-07-23,389.97,
2023-07-25,80.51,1.7967479674796747
2023-07-27,71.7,1.8046875
2023-07-28,154.01,1.553030303030303
2023-08-01,116.05,1.8916666666666666
2023-08-02,184.78,1.6594202898550725
2023-08-10,150.74,1.625
2023-08-11,85.53,1.5746268656716418
2023-08-15,143.52,1.673913043478261
2023-08-17,175.06,1.5524475524475525
2023-08-18,102.51,1.6587301587301588
2023-08-20,454.6,1.6546762589928057
2023-08-23,61.59,1.6692307692307693
2023-08-24,151.26,1.583941605839416
2023-08-25,74.12,1.7622950819672132
2023-08-26,174.09,1.6911764705882353
2023-08-27,91.86,1.5546218487394958
2023-08-29,193.02,1.6917293233082706
2023-08-30,80.58,1.653225806451613
2023-08-31,91.78,1.5725190839694656
2023-09-02,176.88,1.5594405594405594
2023-09-04,246.02,1.626865671641791
2023-09-06,91.26,1.814516129032258
2023-09-07,110.3,1.7348484848484849
2023-09-10,288.57,1.685483870967742
2023-09-12,171.54,1.8473282442748091
2023-09-13,100.11,1.7435897435897436
2023-09-14,122.88,1.816532258064516
2023-09-15,227.42,
2023-09-17,362.41,1.7580645161290323
2023-09-18,135.31,1.8031496062992125
2023-09-20,137.07,1.7230769230769232
2023-09-21,171.87,
2023-09-22,85.56,1.6796875
2023-09-24,280.76,1.7936507936507937
2023-09-26,163.1,1.6793893129770991
2023-09-27,95.59,1.7307692307692308
2023-09-29,195.45,
2023-10-01,408.97,1.5384615384615385
2023-10-03,76.61,1.776
2023-10-04,155.66,1.874015748031496
2023-10-05,167.38,
2023-10-12,239.79,
2023-10-13,83.66,1.3934426229508197
2023-10-14,529.87,
2023-10-31,76.38,1.544776119402985
2023-11-03,120.57,1.5757575757575757
2023-11-05,136.56,1.3357664233576643
2023-11-06,90.77,1.697674418604651
2023-11-07,108.13,1.689922480620155
2023-11-09,106.21,1.6470588235294117
2023-11-10,96.95,1.664179104477612
2023-11-11,126.46,1.6618705035971224
2023-11-13,159.84,1.7153284671532847
2023-11-15,45.39,
2023-11-16,176.78,1.7591240875912408
2023-11-17,137.72,1.7829457364341086
2023-11-20,190.57,1.6788321167883211
2023-11-21,172.86,1.72
2023-11-24,151.54,1.72992700729927
2023-11-29,120.75,1.8428571428571427
2023-11-30,103.4,1.8015873015873016
2023-12-03,245.91,1.7067669172932332
2023-12-04,91.83,1.6890756302521008
2023-12-06,191.55,1.7421875
2023-12-08,193.21,1.7703703703703704
2023-12-09,146.77,
2023-12-10,89.29,
2023-12-14,177.03,1.707142857142857
2023-12-15,103.27,1.7716535433070866
2023-12-16,147.09,1.6153846153846154
2023-12-17,221.75,1.6923076923076923
2023-12-19,174.83,1.7557251908396947
2023-12-20,126.8,1.8166666666666667
2023-12-21,168.33,1.7761194029850746
2023-12-23,109.49,0.8705035971223022
2023-12-24,127.19,1.916030534351145
2023-12-27,163.26,1.937984496124031
2023-12-29,138.73,1.9090909090909092
2023-12-31,181.05,1.75
2024-01-02,143.01,1.6453900709219857
2024-01-03,110.59,1.6865671641791045
2024-01-05,143.07,1.7338129496402879
2024-01-06,134.83,1.6793893129770991
2024-01-07,171.77,1.682170542635659
2024-01-09,174.42,1.7185185185185186
2024-01-10,73.36,1.811023622047244
2024-01-11,118.47,1.8467153284671534
2024-01-12,138.55,1.708955223880597
2024-01-14,294.52,1.7557251908396947
2024-01-16,145.72,1.8527131782945736
2024-01-22,103.48,1.7878787878787878
2024-01-23,147.54,1.8195488721804511
2024-01-25,180.0,1.5038167938931297
2024-01-26,63.31,1.7666666666666666
2024-01-27,219.59,1.7709923664122138
2024-01-28,140.52,1.7950819672131149
2024-01-30,200.0,1.2692307692307692
2024-01-31,130.95,1.8360655737704918
2024-02-01,194.87,1.8656716417910448
2024-02-04,149.6,2.0155038759689923
2024-02-06,201.33,
2024-02-07,109.66,1.8837209302325582
2024-02-08,130.72,1.7580645161290323
2024-02-09,183.74,1.9153846153846155
2024-02-13,120.27,1.6615384615384616
2024-02-14,127.52,1.736
2024-02-20,77.9,1.64
2024-02-21,76.17,1.5038167938931297
2024-02-22,91.74,1.75
2024-02-24,183.0,1.786764705882353
2024-02-25,199.83,1.7328244274809161
2024-02-27,86.91,1.8346456692913387
2024-02-28,99.29,1.752
2024-02-29,115.33,1.6417910447761195
2024-03-01,125.31,1.7692307692307692
2024-03-02,179.01,1.7067669172932332
2024-03-04,149.35,1.6590909090909092
2024-03-06,130.1,1.586466165413534
2024-03-08,140.99,1.7984496124031009
2024-03-09,263.65,1.5348837209302326
2024-03-10,227.13,1.5905511811023623
2024-03-13,129.61,1.688
2024-03-15,169.09,1.6888888888888889
2024-03-16,123.51,1.8046875
2024-03-18,99.54,1.689922480620155
2024-03-19,132.47,1.685483870967742
2024-03-21,174.52,1.8760330578512396
2024-03-23,264.46,1.711111111111111
2024-03-27,136.76,1.7681159420289856
2024-03-28,134.31,1.7054263565891472
2024-03-30,85.96,1.3983050847457628
2024-03-31,153.17,
2024-04-02,123.55,1.7099236641221374
2024-04-04,136.33,1.6444444444444444
2024-04-06,185.7,1.6791044776119404
2024-04-07,98.44,1.7235772357723578
2024-04-09,128.9,1.651851851851852
2024-04-10,98.4,1.7560975609756098
2024-04-11,141.97,1.6766917293233083
2024-04-12,138.73,1.7391304347826086
2024-04-14,286.52,1.5357142857142858
2024-04-17,110.35,1.6382978723404256
2024-04-20,170.8,1.7462686567164178
2024-04-23,79.36,1.5255474452554745
2024-04-24,248.31,1.6147540983606556
2024-04-25,231.58,
2024-04-26,99.36,1.6985294117647058
2024-04-28,335.24,
2024-05-01,105.3,1.7903225806451613
2024-05-02,143.16,1.7404580152671756
2024-05-03,100.36,1.7868852459016393
2024-05-05,185.82,1.7647058823529411
