"Timestamp","Type","Value"
"2024-02-07 05:16:00","Pulse","51"
"2024-02-07 07:11:17","Weight Pounds","177.20"
"2024-02-08 05:14:00","Pulse","51"
"2024-02-08 05:14:00","Sleep Hours","7.60"
"2024-02-08 05:14:00","Time In Deep Sleep","1.7864392"
"2024-02-08 05:14:00","Time In REM Sleep","2.098595"
"2024-02-08 05:14:00","Number Times Woken","14"
"2024-02-08 05:14:00","HRV","60.238983"
"2024-02-08 05:14:00","Notes","WHOOP Recovery Score: 43"
"2024-02-08 05:14:00","Time In Light Sleep","3.7170691"
"2024-02-08 05:14:00","Time Awake","1.4980125"
"2024-02-09 05:29:00","Time Awake","1.0894578"
"2024-02-09 05:29:00","Time In Light Sleep","5.2391005"
"2024-02-09 05:29:00","Notes","WHOOP Recovery Score: 72"
"2024-02-09 05:29:00","Pulse","50"
"2024-02-09 05:29:00","Number Times Woken","10"
"2024-02-09 05:29:00","Time In REM Sleep","0.8171003"
"2024-02-09 05:29:00","Sleep Hours","7.64"
"2024-02-09 05:29:00","Time In Deep Sleep","1.5858872"
"2024-02-09 05:29:00","HRV","77.41237"
"2024-02-09 12:08:09","Weight Pounds","177.20"
"2024-02-10 06:49:00","Number Times Woken","14"
"2024-02-10 06:49:00","Time In REM Sleep","1.7060308"
"2024-02-10 06:49:00","Sleep Hours","8.12"
"2024-02-10 06:49:00","Time In Deep Sleep","1.8985906"
"2024-02-10 06:49:00","HRV","57.458725"
"2024-02-10 06:49:00","Pulse","52"
"2024-02-10 06:49:00","Time Awake","1.369835"
"2024-02-10 06:49:00","Time In Light Sleep","4.5181108"
"2024-02-10 06:49:00","Notes","WHOOP Recovery Score: 42"
"2024-02-11 03:58:00","Time Awake","0.72843224"
"2024-02-11 03:58:00","Time In Light Sleep","2.1389232"
"2024-02-11 03:58:00","Notes","WHOOP Recovery Score: 27"
"2024-02-11 03:58:00","Sleep Hours","5.03"
"2024-02-11 03:58:00","HRV","51.135643"
"2024-02-11 03:58:00","Number Times Woken","7"
"2024-02-11 03:58:00","Time In REM Sleep","1.3829539"
"2024-02-11 03:58:00","Time In Deep Sleep","1.5060561"
"2024-02-11 03:58:00","Pulse","53"
"2024-02-12 07:59:00","Time In Deep Sleep","1.8745664"
"2024-02-12 07:59:00","Sleep Hours","8.23"
"2024-02-12 07:59:00","Time In REM Sleep","2.8679125"
"2024-02-12 07:59:00","HRV","78.27204"
"2024-02-12 07:59:00","Number Times Woken","12"
"2024-02-12 07:59:00","Pulse","49"
"2024-02-12 07:59:00","Notes","WHOOP Recovery Score: 88"
"2024-02-12 07:59:00","Time Awake","0.9853239"
"2024-02-12 07:59:00","Time In Light Sleep","3.4844787"
"2024-02-13 06:20:00","Notes","WHOOP Recovery Score: 82"
"2024-02-13 06:20:00","Time In Light Sleep","2.8916492"
"2024-02-13 06:20:00","Time Awake","0.86517555"
"2024-02-13 06:20:00","Time In REM Sleep","2.4192495"
"2024-02-13 06:20:00","HRV","74.35209"
"2024-02-13 06:20:00","Time In Deep Sleep","1.4579813"
"2024-02-13 06:20:00","Sleep Hours","6.77"
"2024-02-13 06:20:00","Pulse","52"
"2024-02-13 06:20:00","Number Times Woken","15"
"2024-02-14 05:17:00","Time In Deep Sleep","1.5941827"
"2024-02-14 05:17:00","HRV","56.974968"
"2024-02-14 05:17:00","Sleep Hours","6.80"
"2024-02-14 05:17:00","Number Times Woken","12"
"2024-02-14 05:17:00","Pulse","56"
"2024-02-14 05:17:00","Time In REM Sleep","2.3311644"
"2024-02-14 05:17:00","Time Awake","0.7049503"
"2024-02-14 05:17:00","Notes","WHOOP Recovery Score: 42"
"2024-02-14 05:17:00","Time In Light Sleep","2.8756423"
"2024-02-15 04:56:00","Notes","WHOOP Recovery Score: 18"
"2024-02-15 04:56:00","Time Awake","1.3217977"
"2024-02-15 04:56:00","Time In Light Sleep","3.8291686"
"2024-02-15 04:56:00","HRV","39.573433"
"2024-02-15 04:56:00","Number Times Woken","14"
"2024-02-15 04:56:00","Time In REM Sleep","1.1372731"
"2024-02-15 04:56:00","Time In Deep Sleep","1.3618597"
"2024-02-15 04:56:00","Sleep Hours","6.33"
"2024-02-15 04:56:00","Pulse","59"
"2024-02-16 04:24:00","Sleep Hours","5.51"
"2024-02-16 04:24:00","Pulse","55"
"2024-02-16 04:24:00","Number Times Woken","13"
"2024-02-16 04:24:00","Time In Deep Sleep","1.50606"
"2024-02-16 04:24:00","HRV","48.83075"
"2024-02-16 04:24:00","Time In REM Sleep","0.9613158"
"2024-02-16 04:24:00","Notes","WHOOP Recovery Score: 37"
"2024-02-16 04:24:00","Time In Light Sleep","3.0441117"
"2024-02-16 04:24:00","Time Awake","1.5140423"
"2024-02-17 06:09:00","Time In Light Sleep","4.574184"
"2024-02-17 06:09:00","Notes","WHOOP Recovery Score: 4"
"2024-02-17 06:09:00","Time Awake","2.2671878"
"2024-02-17 06:09:00","Sleep Hours","6.23"
"2024-02-17 06:09:00","HRV","28.1639"
"2024-02-17 06:09:00","Time In Deep Sleep","1.1055108"
"2024-02-17 06:09:00","Pulse","63"
"2024-02-17 06:09:00","Number Times Woken","18"
"2024-02-17 06:09:00","Time In REM Sleep","0.55274165"
"2024-02-18 00:00:00","Weight Pounds","180.90"
"2024-02-18 06:31:00","Time In REM Sleep","1.6182033"
"2024-02-18 06:31:00","Time In Deep Sleep","2.1950064"
"2024-02-18 06:31:00","Number Times Woken","20"
"2024-02-18 06:31:00","HRV","27.404932"
"2024-02-18 06:31:00","Sleep Hours","7.20"
"2024-02-18 06:31:00","Pulse","63"
"2024-02-18 06:31:00","Time In Light Sleep","3.388338"
"2024-02-18 06:31:00","Time Awake","1.9626492"
"2024-02-18 06:31:00","Notes","WHOOP Recovery Score: 17"
"2024-02-19 05:48:00","Time Awake","2.419216"
"2024-02-19 05:48:00","Time In Light Sleep","2.7875009"
"2024-02-19 05:48:00","Notes","WHOOP Recovery Score: 39"
"2024-02-19 05:48:00","Sleep Hours","5.63"
"2024-02-19 05:48:00","Time In REM Sleep","1.5460964"
"2024-02-19 05:48:00","Number Times Woken","11"
"2024-02-19 05:48:00","Time In Deep Sleep","1.2977688"
"2024-02-19 05:48:00","HRV","47.699596"
"2024-02-19 05:48:00","Pulse","57"
"2024-02-20 06:03:00","HRV","59.66528"
"2024-02-20 06:03:00","Sleep Hours","8.15"
"2024-02-20 06:03:00","Number Times Woken","12"
"2024-02-20 06:03:00","Pulse","54"
"2024-02-20 06:03:00","Time In REM Sleep","1.9383756"
"2024-02-20 06:03:00","Notes","WHOOP Recovery Score: 67"
"2024-02-20 06:03:00","Time In Light Sleep","4.0935254"
"2024-02-20 06:03:00","Time In Deep Sleep","2.1148655"
"2024-02-20 06:03:00","Time Awake","1.0494214"
"2024-02-20 06:37:50","Weight Pounds","177.60"
"2024-02-21 05:14:00","Notes","WHOOP Recovery Score: 66"
"2024-02-21 05:14:00","Time In Deep Sleep","1.9626778"
"2024-02-21 05:14:00","Time Awake","1.03339"
"2024-02-21 05:14:00","Time In Light Sleep","3.8529553"
"2024-02-21 05:14:00","Number Times Woken","10"
"2024-02-21 05:14:00","Pulse","53"
"2024-02-21 05:14:00","Time In REM Sleep","1.6422238"
"2024-02-21 05:14:00","Sleep Hours","7.46"
"2024-02-21 05:14:00","HRV","59.72873"
"2024-02-21 07:00:00","Weight Pounds","177.60"
"2024-02-22 03:56:00","Sleep Hours","5.78"
"2024-02-22 03:56:00","Number Times Woken","13"
"2024-02-22 03:56:00","Pulse","55"
"2024-02-22 03:56:00","HRV","47.264793"
"2024-02-22 03:56:00","Time In REM Sleep","0.6248589"
"2024-02-22 03:56:00","Time In Deep Sleep","1.4740123"
"2024-02-22 03:56:00","Notes","WHOOP Recovery Score: 39"
"2024-02-22 03:56:00","Time In Light Sleep","3.6767125"
"2024-02-22 03:56:00","Time Awake","0.7770305"
"2024-02-22 04:24:54","Weight Pounds","177.40"
"2024-02-23 04:38:00","Time In Light Sleep","2.996069"
"2024-02-23 04:38:00","Time In Deep Sleep","1.6822981"
"2024-02-23 04:38:00","Notes","WHOOP Recovery Score: 29"
"2024-02-23 04:38:00","Time Awake","1.0654284"
"2024-02-23 04:38:00","HRV","39.47975"
"2024-02-23 04:38:00","Number Times Woken","11"
"2024-02-23 04:38:00","Pulse","56"
"2024-02-23 04:38:00","Sleep Hours","5.86"
"2024-02-23 04:38:00","Time In REM Sleep","1.1853442"
"2024-02-23 04:52:31","Weight Pounds","177.00"
"2024-02-24 06:37:00","Pulse","56"
"2024-02-24 06:37:00","Sleep Hours","7.62"
"2024-02-24 06:37:00","Time In REM Sleep","1.3377961"
"2024-02-24 06:37:00","HRV","45.61382"
"2024-02-24 06:37:00","Number Times Woken","20"
"2024-02-24 06:37:00","Time Awake","1.6422217"
"2024-02-24 06:37:00","Notes","WHOOP Recovery Score: 41"
"2024-02-24 06:37:00","Time In Deep Sleep","1.8184723"
"2024-02-24 06:37:00","Time In Light Sleep","4.4617333"
"2024-02-25 06:00:00","Time Awake","1.4419575"
"2024-02-25 06:00:00","Time In Deep Sleep","1.8425083"
"2024-02-25 06:00:00","Time In Light Sleep","3.1882885"
"2024-02-25 06:00:00","Notes","WHOOP Recovery Score: 45"
"2024-02-25 06:00:00","Pulse","55"
"2024-02-25 06:00:00","Sleep Hours","7.24"
"2024-02-25 06:00:00","Number Times Woken","19"
"2024-02-25 06:00:00","Time In REM Sleep","2.2107208"
"2024-02-25 06:00:00","HRV","46.95058"
"2024-02-26 06:41:00","HRV","52.5815"
"2024-02-26 06:41:00","Sleep Hours","8.30"
"2024-02-26 06:41:00","Number Times Woken","19"
"2024-02-26 06:41:00","Time In REM Sleep","2.2908669"
"2024-02-26 06:41:00","Pulse","55"
"2024-02-26 06:41:00","Time In Light Sleep","4.189693"
"2024-02-26 06:41:00","Time Awake","1.3458133"
"2024-02-26 06:41:00","Time In Deep Sleep","1.8184905"
"2024-02-26 06:41:00","Notes","WHOOP Recovery Score: 62"
"2024-02-27 04:33:00","Time Awake","1.1615787"
"2024-02-27 04:33:00","Time In Light Sleep","2.6275752"
"2024-02-27 04:33:00","Time In Deep Sleep","1.9306473"
"2024-02-27 04:33:00","Notes","WHOOP Recovery Score: 82"
"2024-02-27 04:33:00","Pulse","48"
"2024-02-27 04:33:00","Number Times Woken","15"
"2024-02-27 04:33:00","Sleep Hours","5.79"
"2024-02-27 04:33:00","HRV","84.64455"
"2024-02-27 04:33:00","Time In REM Sleep","1.2334148"
"2024-02-27 09:06:01","Weight Pounds","175.20"
"2024-02-28 06:02:00","Number Times Woken","12"
"2024-02-28 06:02:00","Pulse","50"
